year,state_name,state_alpha,commodity,short_desc,production,unit_desc,rank,national_total,pct_of_us
2010,NORTH CAROLINA,NC,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",39050000,LB,6,410830000,0.09505148114792006
2009,NORTH CAROLINA,NC,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",32700000,LB,6,364900000,0.08961359276514114
2008,NORTH CAROLINA,NC,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",28500000,LB,6,348660000,0.08174152469454483
2007,NORTH CAROLINA,NC,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",16200000,LB,6,286780000,0.05648929492991143
2025,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",173300000,LB,2,760550000,0.2278614160804681
2024,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",164840000,LB,2,789460000,0.2088009525498442
2023,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",129370000,LB,2,643910000,0.2009131710953394
2022,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",166320000,LB,2,671470000,0.24769535496745945
2021,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",152920000,LB,2,698170000,0.21902974920148388
2020,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",161360000,LB,2,668940000,0.2412174485006129
2019,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",162530000,LB,1,719580000,0.22586786736707523
2018,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",134750000,LB,1,569190000,0.23673992867056695
2017,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",108900000,LB,2,512740000,0.21238834497016032
2016,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",116100000,LB,2,588790000,0.19718405543572412
2015,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",96900000,LB,2,555320000,0.17449398544983072
2014,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",88400000,LB,4,565640000,0.1562831482922
2013,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",89500000,LB,2,538570000,0.16618081215069536
2012,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",72000000,LB,2,455800000,0.15796401930671347
2011,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",65500000,LB,2,437000000,0.14988558352402745
2010,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",54600000,LB,3,410830000,0.13290168682910206
2009,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",48000000,LB,3,364900000,0.1315428884625925
2008,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",43100000,LB,3,348660000,0.12361613032753972
2007,OREGON,OR,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",45000000,LB,3,286780000,0.15691470813864286
2025,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",192400000,LB,1,760550000,0.25297482085332984
2024,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",206790000,LB,1,789460000,0.2619385402680313
2023,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",138860000,LB,1,643910000,0.21565125561025608
2022,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",175830000,LB,1,671470000,0.26185831087018036
2021,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",161840000,LB,1,698170000,0.23180600713293323
2020,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",164180000,LB,1,668940000,0.2454330732203187
2019,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",161320000,LB,2,719580000,0.2241863309152561
2018,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",132110000,LB,2,569190000,0.23210175863947013
2017,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",117150000,LB,1,512740000,0.22847837110426336
2016,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",119650000,LB,1,588790000,0.20321336979228588
2015,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",103950000,LB,1,555320000,0.18718936829215588
2014,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",95800000,LB,2,565640000,0.16936567428046106
2013,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",81600000,LB,3,538570000,0.15151233822901386
2012,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",70000000,LB,3,455800000,0.153576129881527
2011,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",61000000,LB,5,437000000,0.13958810068649885
2010,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",42000000,LB,5,410830000,0.10223206679161698
2009,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",39000000,LB,5,364900000,0.1068785968758564
2008,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",32000000,LB,5,348660000,0.09177995755176964
2007,WASHINGTON,WA,BLUEBERRIES,"BLUEBERRIES, TAME, UTILIZED - PRODUCTION, MEASURED IN LB",29600000,LB,4,286780000,0.10321500802008508
